t,temp_c,hum
2025-08-18 15:17:49+08:00,24.0,50.4
2025-08-18 15:17:51+08:00,24.1,50.8
2025-08-18 15:17:53+08:00,24.0,50.8
2025-08-18 15:17:55+08:00,24.0,50.9
2025-08-18 15:17:57+08:00,24.0,50.9
2025-08-18 15:17:59+08:00,24.1,51.0
2025-08-18 15:18:01+08:00,24.0,50.9
2025-08-18 15:18:03+08:00,24.0,50.9
2025-08-18 15:18:05+08:00,24.1,51.0
2025-08-18 15:18:07+08:00,24.1,51.0
2025-08-18 15:18:09+08:00,24.1,50.8
2025-08-18 15:18:11+08:00,24.1,50.8
2025-08-18 15:18:13+08:00,24.1,50.9
2025-08-18 15:18:15+08:00,24.1,50.9
2025-08-18 15:18:17+08:00,24.1,50.9
2025-08-18 15:18:19+08:00,24.1,50.9
2025-08-18 15:18:21+08:00,24.1,50.9
2025-08-18 15:18:23+08:00,24.1,51.0
2025-08-18 15:18:25+08:00,24.1,51.0
2025-08-18 15:18:27+08:00,24.1,51.0
2025-08-18 15:18:29+08:00,24.1,51.0
2025-08-18 15:18:31+08:00,24.1,51.1
2025-08-18 15:18:33+08:00,24.1,51.1
2025-08-18 15:18:35+08:00,24.1,51.2
2025-08-18 15:18:37+08:00,24.1,51.3
2025-08-18 15:18:39+08:00,24.1,51.3
2025-08-18 15:18:41+08:00,24.1,51.3
2025-08-18 15:18:43+08:00,24.1,51.3
2025-08-18 15:18:45+08:00,24.1,51.3
2025-08-18 15:18:47+08:00,24.1,51.3
2025-08-18 15:18:49+08:00,24.1,51.4
2025-08-18 15:18:52+08:00,24.1,51.5
2025-08-18 15:18:53+08:00,24.1,51.5
2025-08-18 15:18:55+08:00,24.1,51.5
2025-08-18 15:18:57+08:00,24.1,51.6
2025-08-18 15:18:59+08:00,24.1,51.6
2025-08-18 15:19:01+08:00,24.1,51.6
2025-08-18 15:19:03+08:00,24.1,51.6
2025-08-18 15:19:05+08:00,24.1,51.7
2025-08-18 15:19:07+08:00,24.1,51.7
2025-08-18 15:19:09+08:00,24.1,51.8
2025-08-18 15:19:11+08:00,24.1,51.8
2025-08-18 15:19:13+08:00,24.1,51.8
2025-08-18 15:19:15+08:00,24.1,51.8
2025-08-18 15:19:17+08:00,24.1,51.9
2025-08-18 15:19:19+08:00,24.1,51.8
2025-08-18 15:19:21+08:00,24.1,51.8
2025-08-18 15:19:23+08:00,24.1,51.9
2025-08-18 15:19:25+08:00,24.1,51.9
2025-08-18 15:19:27+08:00,24.1,51.9
2025-08-18 15:19:29+08:00,24.1,51.9
2025-08-18 15:19:31+08:00,24.1,51.9
2025-08-18 15:19:33+08:00,24.1,52.0
2025-08-18 15:19:35+08:00,24.1,52.0
2025-08-18 15:19:37+08:00,24.1,52.0
2025-08-18 15:19:39+08:00,24.1,52.1
2025-08-18 15:19:41+08:00,24.1,52.1
2025-08-18 15:19:43+08:00,24.1,52.2
2025-08-18 15:19:45+08:00,24.1,52.2
2025-08-18 15:19:47+08:00,24.1,52.2
2025-08-18 15:19:49+08:00,24.1,52.2
2025-08-18 15:19:51+08:00,24.1,52.2
2025-08-18 15:19:54+08:00,24.1,52.2
2025-08-18 15:19:55+08:00,24.1,52.2
2025-08-18 15:19:57+08:00,24.2,52.3
2025-08-18 15:19:59+08:00,24.1,52.3
2025-08-18 15:20:01+08:00,24.2,52.4
2025-08-18 15:20:03+08:00,24.2,52.4
2025-08-18 15:20:05+08:00,24.2,51.0
2025-08-18 15:20:07+08:00,24.2,52.4
2025-08-18 15:20:09+08:00,24.2,52.5
2025-08-18 15:20:11+08:00,24.2,52.5
2025-08-18 15:20:13+08:00,24.2,52.5
2025-08-18 15:20:15+08:00,24.2,52.5
2025-08-18 15:20:17+08:00,24.2,52.5
2025-08-18 15:20:19+08:00,24.2,52.5
2025-08-18 15:20:21+08:00,24.2,52.5
2025-08-18 15:20:23+08:00,24.2,52.5
2025-08-18 15:20:25+08:00,24.2,52.5
2025-08-18 15:20:27+08:00,24.2,52.5
2025-08-18 15:20:29+08:00,24.2,52.6
2025-08-18 15:20:31+08:00,24.2,52.7
2025-08-18 15:20:33+08:00,24.2,52.7
2025-08-18 15:20:35+08:00,24.2,52.7
2025-08-18 15:20:37+08:00,24.2,52.7
2025-08-18 15:20:39+08:00,24.2,52.8
2025-08-18 15:20:41+08:00,24.2,52.8
2025-08-18 15:20:43+08:00,24.2,52.8
2025-08-18 15:20:45+08:00,24.2,52.8
2025-08-18 15:20:47+08:00,24.2,52.8
2025-08-18 15:20:49+08:00,24.2,52.8
2025-08-18 15:20:51+08:00,24.2,52.9
2025-08-18 15:20:53+08:00,24.2,52.9
2025-08-18 15:20:55+08:00,24.2,52.9
2025-08-18 15:20:57+08:00,24.2,52.9
2025-08-18 15:20:59+08:00,24.2,53.0
2025-08-18 15:21:01+08:00,24.2,53.0
2025-08-18 15:21:03+08:00,24.2,53.0
2025-08-18 15:21:05+08:00,24.2,53.0
2025-08-18 15:21:07+08:00,24.2,53.0
2025-08-18 15:21:09+08:00,24.2,53.0
2025-08-18 15:21:11+08:00,24.2,53.0
2025-08-18 15:21:13+08:00,24.2,53.0
2025-08-18 15:21:15+08:00,24.2,53.1
2025-08-18 15:21:17+08:00,24.2,53.1
2025-08-18 15:21:19+08:00,24.2,53.1
2025-08-18 15:21:21+08:00,24.2,53.1
2025-08-18 15:21:23+08:00,24.2,53.2
2025-08-18 15:21:25+08:00,24.2,53.2
2025-08-18 15:21:27+08:00,24.2,53.2
2025-08-18 15:21:29+08:00,24.2,53.2
2025-08-18 15:21:31+08:00,24.2,53.2
2025-08-18 15:21:33+08:00,24.2,53.2
2025-08-18 15:21:35+08:00,24.2,53.3
2025-08-18 15:21:37+08:00,24.2,53.3
2025-08-18 15:21:39+08:00,24.2,53.3
2025-08-18 15:21:41+08:00,24.2,53.3
2025-08-18 15:21:43+08:00,24.2,53.3
2025-08-18 15:21:45+08:00,24.2,53.3
2025-08-18 15:21:47+08:00,24.2,53.4
2025-08-18 15:21:49+08:00,24.2,53.4
2025-08-18 15:21:51+08:00,24.2,53.4
2025-08-18 15:21:53+08:00,24.3,53.5
2025-08-18 15:21:55+08:00,24.3,53.5
2025-08-18 15:21:58+08:00,24.3,53.5
2025-08-18 15:21:59+08:00,24.2,53.5
2025-08-18 15:22:01+08:00,24.2,53.4
2025-08-18 15:22:03+08:00,24.3,53.5
2025-08-18 15:22:05+08:00,24.3,53.5
2025-08-18 15:22:07+08:00,24.2,53.5
2025-08-18 15:22:09+08:00,24.2,53.5
2025-08-18 15:22:11+08:00,24.2,53.5
2025-08-18 15:22:13+08:00,24.3,53.6
2025-08-18 15:22:15+08:00,24.3,53.6
2025-08-18 15:22:17+08:00,24.3,53.6
2025-08-18 15:22:19+08:00,24.3,53.6
2025-08-18 15:22:21+08:00,24.3,53.6
2025-08-18 15:22:23+08:00,24.3,53.6
2025-08-18 15:22:25+08:00,24.3,53.6
2025-08-18 15:22:27+08:00,24.3,53.6
2025-08-18 15:22:29+08:00,24.3,53.6
2025-08-18 15:22:31+08:00,24.3,53.6
2025-08-18 15:22:33+08:00,24.3,53.6
2025-08-18 15:22:35+08:00,24.3,53.6
2025-08-18 15:22:37+08:00,24.3,53.7
2025-08-18 15:22:39+08:00,24.3,53.7
2025-08-18 15:22:41+08:00,24.3,53.7
2025-08-18 15:22:43+08:00,24.3,53.7
2025-08-18 15:22:45+08:00,24.3,53.7
2025-08-18 15:22:47+08:00,24.3,53.8
2025-08-18 15:22:49+08:00,24.3,53.8
2025-08-18 15:22:51+08:00,24.3,53.8
2025-08-18 15:22:53+08:00,24.3,53.8
2025-08-18 15:22:55+08:00,24.3,53.8
2025-08-18 15:22:57+08:00,24.3,53.8
2025-08-18 15:22:59+08:00,24.3,53.8
2025-08-18 15:23:01+08:00,24.4,53.9
2025-08-18 15:23:03+08:00,24.4,53.9
2025-08-18 15:23:05+08:00,24.3,53.8
2025-08-18 15:23:07+08:00,24.4,54.0
2025-08-18 15:23:09+08:00,24.4,54.0
2025-08-18 15:23:11+08:00,24.4,54.0
2025-08-18 15:23:13+08:00,24.4,54.0
2025-08-18 15:23:15+08:00,24.4,54.0
2025-08-18 15:23:18+08:00,24.4,54.0
2025-08-18 15:23:20+08:00,24.4,54.0
2025-08-18 15:23:21+08:00,24.4,54.0
2025-08-18 15:23:23+08:00,24.4,54.0
2025-08-18 15:23:25+08:00,24.4,54.0
2025-08-18 15:23:27+08:00,24.4,54.0
2025-08-18 15:23:29+08:00,24.4,54.0
2025-08-18 15:23:31+08:00,24.4,54.0
2025-08-18 15:23:33+08:00,24.4,54.0
2025-08-18 15:23:35+08:00,24.4,54.0
2025-08-18 15:23:37+08:00,24.4,54.0
2025-08-18 15:23:39+08:00,24.4,54.0
2025-08-18 15:23:41+08:00,24.4,54.0
2025-08-18 15:23:43+08:00,24.4,54.0
2025-08-18 15:23:45+08:00,24.4,54.1
2025-08-18 15:23:48+08:00,24.4,54.1
2025-08-18 15:23:49+08:00,24.4,54.1
2025-08-18 15:23:51+08:00,24.4,54.1
2025-08-18 15:23:54+08:00,24.4,54.1
2025-08-18 15:23:55+08:00,24.4,54.1
2025-08-18 15:23:58+08:00,24.4,54.1
2025-08-18 15:23:59+08:00,24.4,54.2
2025-08-18 15:24:02+08:00,24.4,54.2
2025-08-18 15:24:03+08:00,24.4,54.2
2025-08-18 15:24:06+08:00,24.4,54.2
2025-08-18 15:24:07+08:00,24.4,54.2
2025-08-18 15:24:09+08:00,24.4,54.2
2025-08-18 15:24:11+08:00,24.4,54.3
2025-08-18 15:24:13+08:00,24.4,54.3
2025-08-18 15:24:15+08:00,24.5,54.4
2025-08-18 15:24:17+08:00,24.4,54.3
2025-08-18 15:24:19+08:00,24.4,54.3
2025-08-18 15:24:22+08:00,24.5,54.4
2025-08-18 15:24:23+08:00,24.5,54.4
2025-08-18 15:24:25+08:00,24.4,54.4
2025-08-18 15:24:27+08:00,24.5,54.4
2025-08-18 15:24:30+08:00,24.5,54.4
2025-08-18 15:24:32+08:00,24.5,54.4
2025-08-18 15:24:33+08:00,24.5,54.4
2025-08-18 15:24:35+08:00,24.5,54.4
2025-08-18 15:24:37+08:00,24.5,54.4
2025-08-18 15:24:39+08:00,24.5,54.4
2025-08-18 15:24:41+08:00,24.5,54.4
2025-08-18 15:24:43+08:00,24.5,54.4
2025-08-18 15:24:45+08:00,24.5,54.4
2025-08-18 15:24:47+08:00,24.5,54.4
2025-08-18 15:24:49+08:00,24.5,54.3
2025-08-18 15:24:51+08:00,24.5,54.3
2025-08-18 15:24:53+08:00,24.5,54.3
2025-08-18 15:24:55+08:00,24.5,54.3
2025-08-18 15:24:57+08:00,24.5,54.3
2025-08-18 15:24:59+08:00,24.5,54.3
2025-08-18 15:25:01+08:00,24.5,54.3
2025-08-18 15:25:03+08:00,24.5,54.3
2025-08-18 15:25:05+08:00,24.5,54.3
2025-08-18 15:25:07+08:00,24.5,54.3
2025-08-18 15:25:09+08:00,24.5,54.3
2025-08-18 15:25:12+08:00,24.5,54.3
2025-08-18 15:25:15+08:00,24.5,54.3
2025-08-18 15:25:17+08:00,24.5,54.3
2025-08-18 15:25:19+08:00,24.5,54.3
2025-08-18 15:25:21+08:00,24.5,54.3
2025-08-18 15:25:23+08:00,24.5,54.3
2025-08-18 15:25:26+08:00,24.5,54.3
2025-08-18 15:25:27+08:00,24.5,54.3
2025-08-18 15:25:30+08:00,24.5,54.3
2025-08-18 15:25:31+08:00,24.6,54.3
2025-08-18 15:25:33+08:00,24.5,54.3
2025-08-18 15:25:35+08:00,24.5,54.3
2025-08-18 15:25:37+08:00,24.5,54.3
2025-08-18 15:25:39+08:00,24.6,54.3
2025-08-18 15:25:42+08:00,24.5,54.3
2025-08-18 15:25:43+08:00,24.5,54.3
2025-08-18 15:25:45+08:00,24.6,54.4
2025-08-18 15:25:47+08:00,24.5,54.3
2025-08-18 15:25:49+08:00,24.5,54.3
2025-08-18 15:25:51+08:00,24.6,54.4
2025-08-18 15:25:53+08:00,24.5,54.3
2025-08-18 15:25:55+08:00,24.6,54.4
2025-08-18 15:25:57+08:00,24.6,54.4
2025-08-18 15:25:59+08:00,24.6,54.4
2025-08-18 15:26:01+08:00,24.6,54.3
2025-08-18 15:26:03+08:00,24.6,54.3
2025-08-18 15:26:05+08:00,24.6,54.3
2025-08-18 15:26:07+08:00,24.6,54.3
2025-08-18 15:26:10+08:00,24.6,54.3
2025-08-18 15:26:11+08:00,24.6,54.3
2025-08-18 15:26:13+08:00,24.6,54.3
2025-08-18 15:26:15+08:00,24.6,54.3
2025-08-18 15:26:17+08:00,24.6,54.3
2025-08-18 15:26:19+08:00,24.6,54.3
2025-08-18 15:26:21+08:00,24.6,54.3
2025-08-18 15:26:24+08:00,24.6,54.3
2025-08-18 15:26:25+08:00,24.6,54.3
2025-08-18 15:26:27+08:00,24.6,54.3
2025-08-18 15:26:30+08:00,24.6,54.3
2025-08-18 15:26:31+08:00,24.6,54.3
2025-08-18 15:26:33+08:00,24.6,54.3
2025-08-18 15:26:35+08:00,24.7,54.3
2025-08-18 15:26:37+08:00,24.7,54.3
2025-08-18 15:26:40+08:00,24.6,54.3
2025-08-18 15:26:41+08:00,24.6,54.3
2025-08-18 15:26:43+08:00,24.7,54.4
2025-08-18 15:26:45+08:00,24.6,54.3
2025-08-18 15:26:47+08:00,24.6,54.3
2025-08-18 15:26:49+08:00,24.6,54.3
2025-08-18 15:26:51+08:00,24.7,54.4
2025-08-18 15:26:53+08:00,24.7,54.4
2025-08-18 15:26:55+08:00,24.7,54.4
2025-08-18 15:26:57+08:00,24.7,54.4
2025-08-18 15:26:59+08:00,24.7,54.4
2025-08-18 15:27:01+08:00,24.7,54.4
2025-08-18 15:27:03+08:00,24.7,54.4
2025-08-18 15:27:05+08:00,24.7,54.4
2025-08-18 15:27:07+08:00,24.7,54.4
2025-08-18 15:27:09+08:00,24.7,54.4
2025-08-18 15:27:11+08:00,24.7,54.4
2025-08-18 15:27:13+08:00,24.7,54.3
2025-08-18 15:27:15+08:00,24.7,54.3
2025-08-18 15:27:17+08:00,24.7,54.3
2025-08-18 15:27:19+08:00,24.7,54.3
2025-08-18 15:27:21+08:00,24.7,54.3
2025-08-18 15:27:24+08:00,24.7,54.3
2025-08-18 15:27:26+08:00,24.7,54.3
2025-08-18 15:27:27+08:00,24.7,54.3
2025-08-18 15:27:29+08:00,24.7,54.3
2025-08-18 15:27:31+08:00,24.7,54.3
2025-08-18 15:27:33+08:00,24.7,54.3
2025-08-18 15:27:35+08:00,24.7,54.3
2025-08-18 15:27:37+08:00,24.7,54.3
2025-08-18 15:27:40+08:00,24.7,54.3
2025-08-18 15:27:42+08:00,24.7,54.3
2025-08-18 15:27:44+08:00,24.7,54.4
2025-08-18 15:27:45+08:00,24.7,54.4
2025-08-18 15:27:47+08:00,24.7,54.4
2025-08-18 15:27:49+08:00,24.7,54.3
2025-08-18 15:27:52+08:00,24.7,54.3
2025-08-18 15:27:53+08:00,24.8,54.4
2025-08-18 15:27:56+08:00,24.8,54.4
2025-08-18 15:27:58+08:00,24.7,54.3
2025-08-18 15:28:00+08:00,24.8,54.3
2025-08-18 15:28:02+08:00,24.7,54.3
2025-08-18 15:28:04+08:00,24.7,54.2
2025-08-18 15:28:05+08:00,24.7,54.2
2025-08-18 15:28:07+08:00,24.7,54.2
2025-08-18 15:28:09+08:00,24.8,54.2
2025-08-18 15:28:12+08:00,24.8,54.3
2025-08-18 15:28:14+08:00,24.8,54.2
2025-08-18 15:28:16+08:00,24.8,54.2
2025-08-18 15:28:18+08:00,24.8,54.2
2025-08-18 15:28:19+08:00,24.8,54.2
2025-08-18 15:28:21+08:00,24.8,54.1
2025-08-18 15:28:24+08:00,24.8,54.1
2025-08-18 15:28:25+08:00,24.8,54.1
2025-08-18 15:28:28+08:00,24.8,54.1
2025-08-18 15:28:29+08:00,24.8,54.1
2025-08-18 15:28:32+08:00,24.8,54.1
2025-08-18 15:28:33+08:00,24.8,54.1
2025-08-18 15:28:35+08:00,24.8,54.1
2025-08-18 15:28:37+08:00,24.8,54.1
2025-08-18 15:28:40+08:00,24.8,54.1
2025-08-18 15:28:42+08:00,24.8,54.1
2025-08-18 15:28:44+08:00,24.8,54.1
2025-08-18 15:28:45+08:00,24.8,54.0
2025-08-18 15:28:48+08:00,24.8,54.1
2025-08-18 15:28:49+08:00,24.8,54.1
2025-08-18 15:28:51+08:00,24.8,54.0
2025-08-18 15:28:54+08:00,24.8,54.0
2025-08-18 15:28:55+08:00,24.8,54.0
2025-08-18 15:28:57+08:00,24.8,54.0
2025-08-18 15:28:59+08:00,24.8,54.0
2025-08-18 15:29:02+08:00,24.8,54.0
2025-08-18 15:29:03+08:00,24.8,54.0
2025-08-18 15:29:05+08:00,24.8,54.1
2025-08-18 15:29:07+08:00,24.8,54.1
2025-08-18 15:29:12+08:00,24.8,54.1
2025-08-18 15:29:13+08:00,24.8,54.1
2025-08-18 15:29:15+08:00,24.8,54.0
2025-08-18 15:29:17+08:00,24.8,54.0
2025-08-18 15:29:19+08:00,24.8,54.0
2025-08-18 15:29:22+08:00,24.8,54.0
2025-08-18 15:29:23+08:00,24.8,54.0
2025-08-18 15:29:25+08:00,24.8,54.0
2025-08-18 15:29:28+08:00,24.8,54.0
2025-08-18 15:29:30+08:00,24.8,54.0
2025-08-18 15:29:32+08:00,24.8,54.0
2025-08-18 15:29:33+08:00,24.8,54.0
2025-08-18 15:29:35+08:00,24.8,53.9
2025-08-18 15:29:38+08:00,24.8,54.0
2025-08-18 15:29:40+08:00,24.8,54.0
2025-08-18 15:29:41+08:00,24.8,54.0
2025-08-18 15:29:43+08:00,24.8,54.0
2025-08-18 15:29:45+08:00,24.8,54.0
2025-08-18 15:29:47+08:00,24.8,53.9
2025-08-18 15:29:49+08:00,24.8,54.0
2025-08-18 15:29:52+08:00,24.8,54.0
2025-08-18 15:29:54+08:00,24.8,54.0
2025-08-18 15:29:56+08:00,24.8,54.0
2025-08-18 15:29:57+08:00,24.8,54.0
2025-08-18 15:29:59+08:00,24.8,54.0
2025-08-18 15:30:01+08:00,24.8,54.0
2025-08-18 15:30:04+08:00,24.8,54.0
2025-08-18 15:30:05+08:00,24.8,54.0
2025-08-18 15:30:08+08:00,24.8,54.0
2025-08-18 15:30:10+08:00,24.9,54.0
2025-08-18 15:30:11+08:00,24.8,54.0
2025-08-18 15:30:14+08:00,24.8,54.0
2025-08-18 15:30:16+08:00,24.9,54.0
2025-08-18 15:30:17+08:00,24.9,54.0
2025-08-18 15:30:19+08:00,24.8,54.0
2025-08-18 15:30:21+08:00,24.9,54.0
2025-08-18 15:30:24+08:00,24.9,54.0
2025-08-18 15:30:26+08:00,24.9,54.0
2025-08-18 15:30:28+08:00,24.9,54.1
2025-08-18 15:30:29+08:00,24.9,54.1
2025-08-18 15:30:32+08:00,24.9,54.1
2025-08-18 15:30:34+08:00,24.9,54.1
2025-08-18 15:30:36+08:00,24.9,54.1
2025-08-18 15:30:37+08:00,24.9,54.0
2025-08-18 15:30:39+08:00,24.9,54.0
2025-08-18 15:30:42+08:00,24.9,54.0
2025-08-18 15:30:44+08:00,24.9,54.0
2025-08-18 15:30:46+08:00,24.9,54.0
2025-08-18 15:30:48+08:00,24.9,53.9
2025-08-18 15:30:50+08:00,24.9,53.9
2025-08-18 15:30:51+08:00,24.9,53.9
2025-08-18 15:30:54+08:00,24.9,53.9
2025-08-18 15:30:55+08:00,24.9,53.9
2025-08-18 15:30:57+08:00,24.9,53.9
2025-08-18 15:30:59+08:00,24.9,53.9
2025-08-18 15:31:01+08:00,24.9,53.9
2025-08-18 15:31:04+08:00,24.9,53.9
2025-08-18 15:31:06+08:00,24.9,53.9
2025-08-18 15:31:07+08:00,24.9,53.9
2025-08-18 15:31:10+08:00,24.9,53.9
2025-08-18 15:31:11+08:00,24.9,53.9
2025-08-18 15:31:14+08:00,24.9,53.8
2025-08-18 15:31:15+08:00,24.9,53.8
2025-08-18 15:31:18+08:00,24.9,53.8
2025-08-18 15:31:19+08:00,24.9,53.8
2025-08-18 15:31:22+08:00,25.0,53.8
2025-08-18 15:31:24+08:00,25.0,53.8
2025-08-18 15:31:26+08:00,24.9,53.7
2025-08-18 15:31:27+08:00,25.0,53.7
2025-08-18 15:31:31+08:00,25.0,53.8
2025-08-18 15:31:34+08:00,24.9,53.8
2025-08-18 15:31:36+08:00,25.0,53.8
2025-08-18 15:31:37+08:00,25.0,53.8
2025-08-18 15:31:39+08:00,25.0,53.8
2025-08-18 15:31:42+08:00,25.0,53.8
2025-08-18 15:31:44+08:00,25.0,53.8
2025-08-18 15:31:46+08:00,25.0,53.8
2025-08-18 15:31:48+08:00,25.0,53.8
2025-08-18 15:31:49+08:00,25.0,53.8
2025-08-18 15:31:51+08:00,25.0,53.8
2025-08-18 15:31:54+08:00,25.0,53.8
2025-08-18 15:31:56+08:00,25.0,53.8
2025-08-18 15:31:58+08:00,25.0,53.8
2025-08-18 15:32:00+08:00,25.0,53.8
2025-08-18 15:32:01+08:00,25.0,53.8
2025-08-18 15:32:04+08:00,25.0,53.8
2025-08-18 15:32:06+08:00,25.0,53.8
2025-08-18 15:32:08+08:00,25.0,53.8
2025-08-18 15:32:10+08:00,25.0,53.8
2025-08-18 15:32:12+08:00,25.0,53.8
2025-08-18 15:32:14+08:00,25.0,53.7
2025-08-18 15:32:16+08:00,25.0,53.7
2025-08-18 15:32:18+08:00,25.0,53.7
2025-08-18 15:32:20+08:00,25.0,53.6
2025-08-18 15:32:22+08:00,25.0,53.6
2025-08-18 15:32:24+08:00,25.0,53.6
2025-08-18 15:32:26+08:00,25.0,53.6
2025-08-18 15:32:27+08:00,25.0,52.2
2025-08-18 15:32:29+08:00,25.0,53.6
2025-08-18 15:32:32+08:00,25.0,53.6
2025-08-18 15:32:34+08:00,25.0,53.6
